eha_ptid,fcdocket,hilarriid,nididfull,nidid,dam_name,longitude,latitude,state,huc,Pt_Own,OwType,Type,CH_MW,status,HILARRI_2021,EHA_FY2021,EHA_Annual_Capacity,EHA_Annual_CapacityFactor,EHA_Annual_Gross_Generation,ORNL_Retired_FY2020_revised,ORNL_US_Hydropower_DevelopmentPipeline_Data_FY2021,ORNL_CostofMitigatingEnvironmentalImpacts_FY2021,ORNL_Mitigation_Database,EHA_Annual_Net_Generation,hydrosource_id,uri,huc12_uri,comid,comid_uri
hc1524_p01,P-2503,841,SC00706,SC00706,KEOWEE,-82.888778,34.798459,SC,30601010802,"Duke Energy Carolinas, LLC",Investor-Owned Utility,HY,157.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,https://hydrosource.ornl.gov/dataset/cost-mitigating-environmental-impacts-hydropower-projects,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,967,https://geoconnex.us/ornl/hydrosource/dams967,https://geoconnex.us/nhdplusv2/huc12/30601010802,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1525_p01,P-2503,844,SC00529,SC00529,JOCASSEE,-82.9183,34.9606,SC,30601010105,"Duke Energy Carolinas, LLC",Investor-Owned Utility,PS,NA,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,NA,NA,https://hydrosource.ornl.gov/dataset/cost-mitigating-environmental-impacts-hydropower-projects,NA,NA,968,https://geoconnex.us/ornl/hydrosource/dams968,https://geoconnex.us/nhdplusv2/huc12/30601010105,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1525_p01,P-2503,843,SC00529,SC00529,JOCASSEE,-82.9183,34.9606,SC,30601010105,"Duke Energy Carolinas, LLC",Investor-Owned Utility,PS,NA,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,NA,NA,https://hydrosource.ornl.gov/dataset/cost-mitigating-environmental-impacts-hydropower-projects,NA,NA,969,https://geoconnex.us/ornl/hydrosource/dams969,https://geoconnex.us/nhdplusv2/huc12/30601010105,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1526_p01,P-2506,1040,MI00164,MI00164,ESCANABA NO 1 DAM,-87.07833333,45.795,MI,40301100308,Upper Peninsula Power Co,Investor-Owned Utility,HY,9.99,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,970,https://geoconnex.us/ornl/hydrosource/dams970,https://geoconnex.us/nhdplusv2/huc12/40301100308,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1526_p02,P-2506,1041,MI00166,MI00166,ESCANABA NO 3,-87.11,45.8333,MI,40301100308,Upper Peninsula Power Co,Investor-Owned Utility,HY,2.5,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,971,https://geoconnex.us/ornl/hydrosource/dams971,https://geoconnex.us/nhdplusv2/huc12/40301100308,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1526_p03,P-2506,1045,MI00167,MI00167,ESCANABA NO 4 BONEY FALLS,-87.2689,45.9801,MI,40301100307,Upper Peninsula Power Co,Investor-Owned Utility,HY,4.74,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,972,https://geoconnex.us/ornl/hydrosource/dams972,https://geoconnex.us/nhdplusv2/huc12/40301100307,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1527_p01,P-2509,739,VA139003,VA139003,SHENANDOAH,-78.62764,38.481475,VA,20700050901,"PE Hydro Generation, LLC.",Investor-Owned Utility,HY,0.862,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,NA,NA,NA,NA,NA,NA,NA,NA,973,https://geoconnex.us/ornl/hydrosource/dams973,https://geoconnex.us/nhdplusv2/huc12/20700050901,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1528_p01,P-14439,1334,NA,NA,NA,-81.2131,38.1508,WV,50500060304,Hawks Nest Hydro LLC,Wholesale Power Marketer,HY,6.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,974,https://geoconnex.us/ornl/hydrosource/dams974,https://geoconnex.us/nhdplusv2/huc12/50500060304,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1529_p01,P-2512,1333,NA,NA,NA,-81.131,38.119,WV,50500040306,Hawks Nest Hydro LLC,Wholesale Power Marketer,HY,102,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,https://hydrosource.ornl.gov/dataset/cost-mitigating-environmental-impacts-hydropower-projects,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,975,https://geoconnex.us/ornl/hydrosource/dams975,https://geoconnex.us/nhdplusv2/huc12/50500040306,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1530_p01,P-2513,703,VT00045,VT00045,ESSEX NO. 19,-73.1148,44.4822,VT,41504030704,Green Mountain Power Corp,Investor-Owned Utility,HY,8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,976,https://geoconnex.us/ornl/hydrosource/dams976,https://geoconnex.us/nhdplusv2/huc12/41504030704,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1531_p01,P-2514,1351,VA035001,VA035001,BYLLESBY,-80.933107,36.785987,VA,50500010704,Appalachian Power Co,Investor-Owned Utility,HY,21.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,977,https://geoconnex.us/ornl/hydrosource/dams977,https://geoconnex.us/nhdplusv2/huc12/50500010704,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1532_p01,P-2514,1352,VA035002,VA035002,BUCK,-80.9386,36.8078,VA,50500010704,Appalachian Power Co,Investor-Owned Utility,HY,8.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,978,https://geoconnex.us/ornl/hydrosource/dams978,https://geoconnex.us/nhdplusv2/huc12/50500010704,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1533_p01,P-2516,728,MD00078,MD00078,POTOMAC RIVER DAM #4,-77.8273,39.4941,MD,20700041106,"PE Hydro Generation, LLC.",Investor-Owned Utility,HY,1.9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,https://hydrosource.ornl.gov/dataset/cost-mitigating-environmental-impacts-hydropower-projects,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,979,https://geoconnex.us/ornl/hydrosource/dams979,https://geoconnex.us/nhdplusv2/huc12/20700041106,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1534_p01,P-2517,724,MD00138,MD00138,POTOMAC DAM NO. 5,-77.91667,39.6,MD,20700041103,"PE Hydro Generation, LLC.",Investor-Owned Utility,HY,1,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,https://hydrosource.ornl.gov/dataset/cost-mitigating-environmental-impacts-hydropower-projects,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,980,https://geoconnex.us/ornl/hydrosource/dams980,https://geoconnex.us/nhdplusv2/huc12/20700041103,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1535_p01,P-2519,336,ME00069,ME00069,NORTH GORHAM,-70.4506,43.8023,ME,10600010304,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,HY,2.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,981,https://geoconnex.us/ornl/hydrosource/dams981,https://geoconnex.us/nhdplusv2/huc12/10600010304,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1536_p01,P-2522,1074,WI00758,WI00758,JOHNSON FALLS,-88.16,45.2867,WI,40301050408,Wisconsin Public Service Corp,Investor-Owned Utility,HY,3.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,982,https://geoconnex.us/ornl/hydrosource/dams982,https://geoconnex.us/nhdplusv2/huc12/40301050408,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1537_p01,P-2523,1089,WI00763,WI00763,OCONTO FALLS UPPER,-88.1467,44.8767,WI,40301040505,N E W Hydro Inc,Private Non-utility,HY,1.1,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,983,https://geoconnex.us/ornl/hydrosource/dams983,https://geoconnex.us/nhdplusv2/huc12/40301040505,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1538_p01,P-2524,1754,OK00136,OK00136,CHIMNEY ROCK PUMP STORAGE,-95.1052,36.2564,OK,1.11E+11,Grand River Dam Authority,State,PS,NA,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-gross-generation-plant-database-2003-2019,NA,NA,https://hydrosource.ornl.gov/dataset/cost-mitigating-environmental-impacts-hydropower-projects,NA,NA,984,https://geoconnex.us/ornl/hydrosource/dams984,https://geoconnex.us/nhdplusv2/huc12/1.11E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1539_p01,P-2525,1072,WI00759,WI00759,CALDRON FALLS,-88.23,45.3567,WI,40301050407,Wisconsin Public Service Corp,Investor-Owned Utility,HY,6.4,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,985,https://geoconnex.us/ornl/hydrosource/dams985,https://geoconnex.us/nhdplusv2/huc12/40301050407,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1540_p01,P-2527,370,ME00033,ME00033,SKELTON,-70.5585,43.5709,ME,10600021103,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,HY,16.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,986,https://geoconnex.us/ornl/hydrosource/dams986,https://geoconnex.us/nhdplusv2/huc12/10600021103,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1541_p01,P-2528,348,ME00030,ME00030,CATARACT - EAST CHANNEL DAM,-70.4468,43.4957,ME,10600021105,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,HY,6.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,987,https://geoconnex.us/ornl/hydrosource/dams987,https://geoconnex.us/nhdplusv2/huc12/10600021105,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1542_p01,P-2529,377,ME00036,ME00036,BONNY EAGLE,-70.6123,43.6878,ME,10600021102,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,HY,7.2,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,988,https://geoconnex.us/ornl/hydrosource/dams988,https://geoconnex.us/nhdplusv2/huc12/10600021102,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1543_p01,P-2530,381,ME00037,ME00037,HIRAM,-70.7976,43.8525,ME,10600020504,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,HY,10.5,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,989,https://geoconnex.us/ornl/hydrosource/dams989,https://geoconnex.us/nhdplusv2/huc12/10600020504,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1544_p01,P-2531,376,ME00035,ME00035,WEST BUXTON,-70.6037,43.6665,ME,10600021102,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,HY,7.7,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,990,https://geoconnex.us/ornl/hydrosource/dams990,https://geoconnex.us/nhdplusv2/huc12/10600021102,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1545_p01,P-2532,1566,MN00600,MN00600,LITTLE FALLS,-94.3678,45.9756,MN,70101040906,Minnesota Power Inc,Investor-Owned Utility,HY,4.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,991,https://geoconnex.us/ornl/hydrosource/dams991,https://geoconnex.us/nhdplusv2/huc12/70101040906,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1546_p01,P-2533,1569,MN00597,MN00597,BRAINERD,-94.1831,46.3779,MN,70101040505,City of Brainerd & Pub Utilities Com.,Publicly Owned Utility,HY,2.9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,992,https://geoconnex.us/ornl/hydrosource/dams992,https://geoconnex.us/nhdplusv2/huc12/70101040505,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1547_p01,P-2534,201,ME00141,ME00141,MILFORD,-68.6477,44.9409,ME,10200050603,Black Bear Hydro Partners LLC,Private Non-utility,HY,7.8,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,993,https://geoconnex.us/ornl/hydrosource/dams993,https://geoconnex.us/nhdplusv2/huc12/10200050603,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1548_p01,P-2535,857,GA00852,GA00852,STEVENS CREEK,-82.0472114,33.5653487,GA,30601060105,South Carolina Electric&Gas Co,Investor-Owned Utility,HY,17.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,994,https://geoconnex.us/ornl/hydrosource/dams994,https://geoconnex.us/nhdplusv2/huc12/30601060105,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1549_p01,P-2536,1067,WI00755,WI00755,LITTLE QUINNESEC FALLS,-87.989,45.774,WI,40301080705,NewPage Corporation,Private Non-utility,HY,9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,995,https://geoconnex.us/ornl/hydrosource/dams995,https://geoconnex.us/nhdplusv2/huc12/40301080705,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1549_p01,NA,1068,MI00826,MI00826,LITTLE QUINNESEC FALLS DAM,-87.989,45.774,MI,40301080706,NewPage Corporation,Private Non-utility,HY,9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,996,https://geoconnex.us/ornl/hydrosource/dams996,https://geoconnex.us/nhdplusv2/huc12/40301080706,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1550_p01,P-2538,1219,NY00546,NY00546,BEEBEE ISLAND,-75.9069,43.9767,NY,41501011404,Erie Boulevard Hydropower LP,Wholesale Power Marketer,HY,9,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,997,https://geoconnex.us/ornl/hydrosource/dams997,https://geoconnex.us/nhdplusv2/huc12/41501011404,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1551_p01,P-2539,557,NY00173,NY00173,SCHOOL STREET,-73.7138,42.7969,NY,20200041110,Erie Boulevard Hydropower LP,Wholesale Power Marketer,HY,42,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,https://hydrosource.ornl.gov/dataset/cost-mitigating-environmental-impacts-hydropower-projects,https://hydrosource.ornl.gov/dataset/us-hydropower-mitigation-database,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,998,https://geoconnex.us/ornl/hydrosource/dams998,https://geoconnex.us/nhdplusv2/huc12/20200041110,NA,https://geoconnex.us/nhdplusv2/comid/NA
hc1552_p01,P-2544,2287,NA,NA,NA,-118.061336,48.594673,WA,1.70E+11,Hydro Technology Systems Inc,Industrial,HY,1.6,Active,https://hydrosource.ornl.gov/dataset/hydropower-infrastructure-lakes-reservoirs-and-rivers-HILARRI,https://hydrosource.ornl.gov/dataset/EHA2021,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-plant-database-2005-2019,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-capacity-factor-plant-database-2005-2019,NA,NA,NA,NA,NA,https://hydrosource.ornl.gov/dataset/existing-hydropower-assets-eha-net-generation-plant-database-2003-2019,999,https://geoconnex.us/ornl/hydrosource/dams999,https://geoconnex.us/nhdplusv2/huc12/1.70E+11,NA,https://geoconnex.us/nhdplusv2/comid/NA
